signal_id,signal_date,signal_type,action,reason,daily_return,positive_run,negative_run,order_status,execution_date,execution_price,execution_size,execution_action,resulting_trade_entry_date,resulting_trade_exit_date,resulting_trade_pnl,resulting_trade_pnl_net,resulting_trade_return_pct,resulting_trade_feedback
11,2002-04-01,entry,buy,Buy because the long-term trend is up (Close=116.22 > SMA(200)=107.36) and there were 3 consecutive negative return days (threshold n=3).,-0.004948844175523548,0,3,completed,2002-04-02,116.21600341796875,1927.4097386933277,BUY,2002-04-02,2002-05-21,-16573.80916575717,-17005.227070151035,-7.59337388741658,negative
12,2002-05-20,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.014307370999455893,1,0,completed,2002-05-21,107.61699676513672,-1927.4097386933277,SELL,2002-04-02,2002-05-21,-16573.80916575717,-17005.227070151035,-7.59337388741658,negative
13,2002-11-12,entry,buy,Buy because the long-term trend is up (Close=120.97 > SMA(200)=105.29) and there were 3 consecutive negative return days (threshold n=3).,-0.05293690209920188,0,3,completed,2002-11-13,120.9749984741211,1718.048304895228,BUY,2002-11-13,2002-12-30,-28064.31748754335,-28451.93495218214,-13.68967135767109,negative
14,2002-12-27,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.006473174203610821,1,0,completed,2002-12-30,104.63999938964844,-1718.048304895228,SELL,2002-11-13,2002-12-30,-28064.31748754335,-28451.93495218214,-13.68967135767109,negative
15,2003-03-12,entry,buy,Buy because the long-term trend is up (Close=106.14 > SMA(200)=104.73) and there were 3 consecutive negative return days (threshold n=3).,-0.012154827709684124,0,3,completed,2003-03-13,106.14099884033203,1703.5034042838474,BUY,2003-03-13,2003-03-21,-16520.572687589665,-16865.67522061926,-9.330521431055736,negative
16,2003-03-20,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.029572788621822,0,2,completed,2003-03-21,96.44300079345703,-1703.5034042838474,SELL,2003-03-13,2003-03-21,-16520.572687589665,-16865.67522061926,-9.330521431055736,negative
17,2003-05-05,entry,buy,Buy because the long-term trend is up (Close=111.12 > SMA(200)=106.28) and there were 3 consecutive negative return days (threshold n=3).,-0.016689245124275165,0,3,completed,2003-05-06,111.12100219726562,1482.9704388956652,BUY,2003-05-06,2003-05-15,-10659.596764555325,-10978.51549058878,-6.666521218176564,negative
18,2003-05-14,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.01863898577683787,0,2,completed,2003-05-15,103.93299865722656,-1482.9704388956652,SELL,2003-05-06,2003-05-15,-10659.596764555325,-10978.51549058878,-6.666521218176564,negative
19,2003-06-20,entry,buy,Buy because the long-term trend is up (Close=107.84 > SMA(200)=107.66) and there were 3 consecutive negative return days (threshold n=3).,-0.010878281330639172,0,3,completed,2003-06-23,107.83899688720705,1431.389164760096,BUY,2003-06-23,2003-06-25,-387.90087228608155,-696.2321147796872,-0.4511683011344209,negative
20,2003-06-24,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.0008653391082236173,1,0,completed,2003-06-25,107.56800079345702,-1431.389164760096,SELL,2003-06-23,2003-06-25,-387.90087228608155,-696.2321147796872,-0.4511683011344209,negative
21,2003-08-27,entry,buy,Buy because the long-term trend is up (Close=116.23 > SMA(200)=111.22) and there were 3 consecutive negative return days (threshold n=3).,-0.009526861415431132,0,3,completed,2003-08-28,116.23400115966798,1322.3166168286127,BUY,2003-08-28,2004-05-20,59516.14206950711,59149.22962508979,38.49323841344749,positive
22,2004-05-18,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.012680231653305007,1,0,completed,2004-05-20,161.2429962158203,-1322.3166168286127,SELL,2003-08-28,2004-05-20,59516.14206950711,59149.22962508979,38.49323841344749,positive
23,2004-07-21,entry,buy,Buy because the long-term trend is up (Close=187.80 > SMA(200)=176.79) and there were 3 consecutive negative return days (threshold n=3).,-0.005375685840584565,0,3,completed,2004-07-22,187.79800415039062,1117.6365812155193,BUY,2004-07-22,2006-05-24,206267.6621594864,205641.61465869145,98.0317735222676,positive
24,2006-05-23,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.024329456304850172,1,0,completed,2006-05-24,372.3550109863281,-1117.6365812155193,SELL,2004-07-22,2006-05-24,206267.6621594864,205641.61465869145,98.0317735222676,positive
25,2006-12-20,entry,buy,Buy because the long-term trend is up (Close=389.97 > SMA(200)=387.66) and there were 3 consecutive negative return days (threshold n=3).,-0.0019041901556360319,0,3,completed,2006-12-21,389.9670104980469,1039.1890655723223,BUY,2006-12-21,2007-01-09,-12102.391798322979,-12900.78831301165,-3.1839983374615457,negative
26,2007-01-08,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.015691281696709858,0,3,completed,2007-01-09,378.3210144042969,-1039.1890655723223,SELL,2006-12-21,2007-01-09,-12102.391798322979,-12900.78831301165,-3.1839983374615457,negative
27,2007-01-31,entry,buy,Buy because the long-term trend is up (Close=411.83 > SMA(200)=382.66) and there were 3 consecutive negative return days (threshold n=3).,-0.005188756441161457,0,3,completed,2007-02-01,411.82598876953125,954.2712579172995,BUY,2007-02-01,2008-01-17,79983.20883967525,79117.2382221433,20.137659545145624,positive
28,2008-01-16,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.025477788034311888,0,6,completed,2008-01-17,495.6419982910156,-954.2712579172995,SELL,2007-02-01,2008-01-17,79983.20883967525,79117.2382221433,20.137659545145624,positive
29,2009-05-11,entry,buy,Buy because the long-term trend is up (Close=322.03 > SMA(200)=296.12) and there were 3 consecutive negative return days (threshold n=3).,-0.018368761681643142,0,3,completed,2009-05-12,320.9960021972656,1453.7577815150107,BUY,2009-05-12,2011-02-28,428541.64516138856,427179.8026441682,91.589454603358,positive
30,2011-02-25,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.009981769050056988,1,0,completed,2011-02-28,615.7780151367188,-1453.7577815150107,SELL,2009-05-12,2011-02-28,428541.64516138856,427179.8026441682,91.589454603358,positive
31,2011-05-06,entry,buy,Buy because the long-term trend is up (Close=682.41 > SMA(200)=651.47) and there were 3 consecutive negative return days (threshold n=3).,-0.01634600766611438,0,3,completed,2011-05-09,683.10498046875,1280.721528506509,BUY,2011-05-09,2011-05-23,-69690.4338328278,-71370.47790842767,-8.162462207155565,negative
32,2011-05-20,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.006818969498988081,0,3,completed,2011-05-23,628.6900024414062,-1280.721528506509,SELL,2011-05-09,2011-05-23,-69690.4338328278,-71370.47790842767,-8.162462207155565,negative
33,2012-02-23,entry,buy,Buy because the long-term trend is up (Close=596.67 > SMA(200)=576.62) and there were 3 consecutive negative return days (threshold n=3).,-0.01955095889331082,0,3,completed,2012-02-24,599.4630126953125,1351.1309812268576,BUY,2012-02-24,2012-05-25,-78618.27423821334,-80159.56206107959,-9.89777540554308,negative
34,2012-05-24,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.014671399291332876,0,2,completed,2012-05-25,541.2760009765625,-1351.1309812268576,SELL,2012-02-24,2012-05-25,-78618.27423821334,-80159.56206107959,-9.89777540554308,negative
35,2012-07-19,entry,buy,Buy because the long-term trend is up (Close=623.41 > SMA(200)=576.48) and there were 3 consecutive negative return days (threshold n=3).,-0.0016669970360587705,0,3,completed,2012-07-20,623.8369750976562,1171.0185492564383,BUY,2012-07-20,2013-06-12,154032.32352039783,152417.24185777467,20.864409181516443,positive
36,2013-06-11,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.017610545328588634,0,2,completed,2013-06-12,755.3740234375,-1171.0185492564383,SELL,2012-07-20,2013-06-12,154032.32352039783,152417.24185777467,20.864409181516443,positive
37,2014-04-22,entry,buy,Buy because the long-term trend is up (Close=731.70 > SMA(200)=706.73) and there were 3 consecutive negative return days (threshold n=3).,-0.003767314050675319,0,3,completed,2014-04-24,732.6829833984375,1195.597540478734,BUY,2014-04-24,2015-03-09,94914.93055159047,93068.0276752353,10.629589668654498,positive
38,2015-03-06,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.0058109109757286115,0,3,completed,2015-03-09,812.0700073242188,-1195.597540478734,SELL,2014-04-24,2015-03-09,94914.93055159047,93068.0276752353,10.629589668654498,positive
39,2015-04-30,entry,buy,Buy because the long-term trend is up (Close=839.47 > SMA(200)=820.27) and there were 3 consecutive negative return days (threshold n=3).,-0.023626894614998895,0,3,completed,2015-05-04,838.8079833984375,1147.430396405571,BUY,2015-05-04,2015-06-03,-26437.891658587174,-28336.40132072664,-2.9452266499739808,negative
40,2015-06-02,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.012322667479364835,1,0,completed,2015-06-03,815.7670288085938,-1147.430396405571,SELL,2015-05-04,2015-06-03,-26437.891658587174,-28336.40132072664,-2.9452266499739808,negative
41,2016-04-07,entry,buy,Buy because the long-term trend is up (Close=811.65 > SMA(200)=766.76) and there were 3 consecutive negative return days (threshold n=3).,-0.004252175489417254,0,3,completed,2016-04-08,814.510009765625,1153.5973293111986,BUY,2016-04-08,2016-05-24,-56810.091819015666,-58632.514871122374,-6.243279662577047,negative
42,2016-05-23,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.0053458525779177535,1,0,completed,2016-05-24,765.2639770507812,-1153.5973293111986,SELL,2016-04-08,2016-05-24,-56810.091819015666,-58632.514871122374,-6.243279662577047,negative
43,2016-05-27,entry,buy,Buy because the long-term trend is up (Close=780.29 > SMA(200)=769.21) and there were 3 consecutive negative return days (threshold n=3).,-8.587952166827506e-05,0,3,completed,2016-05-30,779.4810180664062,1128.5727329476906,BUY,2016-05-30,2016-06-14,-17375.501387975408,-19117.527932267538,-2.1742881055093255,negative
44,2016-06-13,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.00459244364726652,0,3,completed,2016-06-14,764.0850219726562,-1128.5727329476906,SELL,2016-05-30,2016-06-14,-17375.501387975408,-19117.527932267538,-2.1742881055093255,negative
45,2016-10-12,entry,buy,Buy because the long-term trend is up (Close=774.61 > SMA(200)=772.92) and there were 3 consecutive negative return days (threshold n=3).,-0.0023479051816713836,0,3,completed,2016-10-13,774.697021484375,1113.396323035407,BUY,2016-10-13,2016-11-03,-1612.195701153076,-3335.6731358262928,-0.3868623243142039,negative
46,2016-11-02,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.0033191963803598235,0,2,completed,2016-11-03,773.2490234375,-1113.396323035407,SELL,2016-10-13,2016-11-03,-1612.195701153076,-3335.6731358262928,-0.3868623243142039,negative
47,2017-02-28,entry,buy,Buy because the long-term trend is up (Close=874.78 > SMA(200)=785.50) and there were 3 consecutive negative return days (threshold n=3).,-0.0032711885399495655,0,3,completed,2017-03-01,877.2009887695312,982.2805543691609,BUY,2017-03-01,2018-04-13,225877.3439846257,223928.15169355765,25.9954952116507,positive
48,2018-04-12,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.008990145499083724,1,0,completed,2018-04-13,1107.1529541015625,-982.2805543691609,SELL,2017-03-01,2018-04-13,225877.3439846257,223928.15169355765,25.9954952116507,positive
49,2019-02-04,entry,buy,Buy because the long-term trend is up (Close=1022.55 > SMA(200)=962.31) and there were 3 consecutive negative return days (threshold n=3).,-0.0066263612190156085,0,3,completed,2019-02-05,1027.6510009765625,1048.3732890948306,BUY,2019-02-05,2019-03-29,-107627.06149358685,-109674.15815196405,-10.183507257589683,negative
50,2019-03-28,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.0028871314339176113,1,0,completed,2019-03-29,924.989990234375,-1048.3732890948306,SELL,2019-02-05,2019-03-29,-107627.06149358685,-109674.15815196405,-10.183507257589683,negative
51,2019-08-01,entry,buy,Buy because the long-term trend is up (Close=1019.00 > SMA(200)=959.36) and there were 3 consecutive negative return days (threshold n=3).,-0.001784851921325603,0,3,completed,2019-08-02,1015.0809936523438,949.7750767499386,BUY,2019-08-02,2019-08-20,-57425.27703882934,-59296.049019097634,-6.155436395842492,negative
52,2019-08-19,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.0046796030702020985,0,3,completed,2019-08-20,954.6190185546875,-949.7750767499386,SELL,2019-08-02,2019-08-20,-57425.27703882934,-59296.049019097634,-6.155436395842492,negative
53,2019-09-23,entry,buy,Buy because the long-term trend is up (Close=1000.21 > SMA(200)=967.58) and there were 3 consecutive negative return days (threshold n=3).,-0.002154933442758522,0,3,completed,2019-09-24,1013.7550048828125,911.3037844138371,BUY,2019-09-24,2019-10-16,-71635.79725339127,-73411.83900097423,-7.94904060047912,negative
54,2019-10-15,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.013579242849339312,1,0,completed,2019-10-16,935.14697265625,-911.3037844138371,SELL,2019-09-24,2019-10-16,-71635.79725339127,-73411.83900097423,-7.94904060047912,negative
55,2019-10-30,entry,buy,Buy because the long-term trend is up (Close=986.92 > SMA(200)=978.80) and there were 3 consecutive negative return days (threshold n=3).,-0.011481578458135466,0,3,completed,2019-10-31,989.2009887695314,852.9071907338085,BUY,2019-10-31,2020-03-11,12762.0611228732,11061.905788945272,1.3125196644730612,positive
56,2020-03-10,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.02377708595743311,0,3,completed,2020-03-11,1004.1640014648438,-852.9071907338085,SELL,2019-10-31,2020-03-11,12762.0611228732,11061.905788945272,1.3125196644730612,positive
57,2020-07-10,entry,buy,Buy because the long-term trend is up (Close=1148.09 > SMA(200)=1065.89) and there were 3 consecutive negative return days (threshold n=3).,-0.008506493698167361,0,3,completed,2020-07-13,1162.6209716796875,742.3310765757649,BUY,2020-07-13,2020-08-10,-79445.01124648417,-81091.66559035076,-9.400136560305834,negative
58,2020-08-07,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.02532864515999611,1,0,completed,2020-08-10,1055.5999755859375,-742.3310765757649,SELL,2020-07-13,2020-08-10,-79445.01124648417,-81091.66559035076,-9.400136560305834,negative
59,2020-08-25,entry,buy,Buy because the long-term trend is up (Close=1092.20 > SMA(200)=1084.86) and there were 3 consecutive negative return days (threshold n=3).,-0.014615727973076642,0,3,completed,2020-08-26,1090.0999755859375,709.7810959063403,BUY,2020-08-26,2020-09-02,-2839.124383625361,-4383.749969879459,-0.5671960670859716,negative
60,2020-09-01,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.006119020707702205,1,0,completed,2020-09-02,1086.0999755859375,-709.7810959063403,SELL,2020-08-26,2020-09-02,-2839.124383625361,-4383.749969879459,-0.5671960670859716,negative
61,2020-10-08,entry,buy,Buy because the long-term trend is up (Close=1150.50 > SMA(200)=1091.59) and there were 3 consecutive negative return days (threshold n=3).,-0.0016487542292691337,0,3,completed,2020-10-09,1152.800048828125,670.1941032770442,BUY,2020-10-09,2021-06-30,148850.09397567078,147156.0442917309,19.052383561733325,positive
62,2021-06-29,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.0011651478914715963,0,3,completed,2021-06-30,1374.9000244140625,-670.1941032770442,SELL,2020-10-09,2021-06-30,148850.09397567078,147156.0442917309,19.052383561733325,positive
63,2021-12-21,entry,buy,Buy because the long-term trend is up (Close=1892.00 > SMA(200)=1501.22) and there were 3 consecutive negative return days (threshold n=3).,-0.07994549219554903,0,3,completed,2021-12-22,1832.5,481.4252420176446,BUY,2021-12-22,2023-05-24,1273080.8629772756,1270043.3586023038,144.0885556866015,positive
64,2023-05-23,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,0.0010746953736058273,1,0,completed,2023-05-24,4476.89990234375,-481.4252420176446,SELL,2021-12-22,2023-05-24,1273080.8629772756,1270043.3586023038,144.0885556866015,positive
65,2023-06-14,entry,buy,Buy because the long-term trend is up (Close=5360.80 > SMA(200)=4654.34) and there were 3 consecutive negative return days (threshold n=3).,-0.012580407754543943,0,3,completed,2023-06-15,5397.7998046875,394.97795584869874,BUY,2023-06-15,2024-10-03,1433256.585532305,1427559.305080901,67.12451551211564,positive
66,2024-10-02,exit,sell,Sell because price stayed below SMA(200) for 2 consecutive days (threshold m=2).,-0.03617715347994377,0,6,completed,2024-10-03,9026.5,-394.97795584869874,SELL,2023-06-15,2024-10-03,1433256.585532305,1427559.305080901,67.12451551211564,positive
67,2025-07-29,entry,buy,Buy because the long-term trend is up (Close=10487.30 > SMA(200)=9655.07) and there were 3 consecutive negative return days (threshold n=3).,-0.005198186956872131,0,3,completed,2025-07-30,10492.900390625,331.2176778663126,BUY,,,,,,
