signal_id,signal_date,signal_type,action,reason,daily_return,positive_run,negative_run,order_status,execution_date,execution_price,execution_size,execution_action,resulting_trade_entry_date,resulting_trade_exit_date,resulting_trade_pnl,resulting_trade_pnl_net,resulting_trade_return_pct,resulting_trade_feedback
11,2024-05-20,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.009019505009888018,3,0,completed,2024-05-21,10767.2998046875,9.277965276821122,BUY,2024-05-21,2024-05-27,-613.2698805926899,-812.4538781381242,-0.8383963924470498,negative
12,2024-05-24,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.010729655287236461,0,2,completed,2024-05-27,10701.2001953125,-9.277965276821122,SELL,2024-05-21,2024-05-27,-613.2698805926899,-812.4538781381242,-0.8383963924470498,negative
13,2024-06-13,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.02227144662092373,3,0,completed,2024-06-14,10528.900390625,9.51412132161184,BUY,2024-06-14,2024-06-26,1442.3370759027139,1240.5482674276661,1.3091461716513553,positive
14,2024-06-25,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.008163187570116248,0,2,completed,2024-06-26,10680.5,-9.51412132161184,SELL,2024-06-14,2024-06-26,1442.3370759027139,1240.5482674276661,1.3091461716513553,positive
15,2024-07-04,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.017823988558653747,3,0,completed,2024-07-05,10909.5,9.201876784490473,BUY,2024-07-05,2024-07-11,-704.8601672088513,-904.9310566024401,-0.9216544770892241,negative
16,2024-07-10,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.004936721432294178,0,2,completed,2024-07-11,10832.900390625,-9.201876784490473,SELL,2024-07-05,2024-07-11,-704.8601672088513,-904.9310566024401,-0.9216544770892241,negative
17,2024-07-16,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.006723911778323544,3,0,completed,2024-07-17,11152.2998046875,8.90438709505389,BUY,2024-07-17,2024-07-25,-1452.3020569270805,-1649.4585437922162,-1.8487874392272445,negative
18,2024-07-24,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.008828206016953,0,2,completed,2024-07-25,10989.2001953125,-8.90438709505389,SELL,2024-07-17,2024-07-25,-1452.3020569270805,-1649.4585437922162,-1.8487874392272445,negative
19,2024-08-29,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.007789119673542455,3,0,completed,2024-09-02,9879.7998046875,9.927760024526854,BUY,2024-09-02,2024-09-05,1496.1153747118267,1298.4506962345054,1.4602755362832482,positive
20,2024-09-04,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.003681914903672423,0,2,completed,2024-09-05,10030.5,-9.927760024526854,SELL,2024-09-02,2024-09-05,1496.1153747118267,1298.4506962345054,1.4602755362832482,positive
21,2024-09-19,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.02057390243746493,3,0,completed,2024-09-20,9985.0,9.909698047695542,BUY,2024-09-20,2024-09-24,-729.349905334592,-926.5172254417373,-1.0310100989726114,negative
22,2024-09-23,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.0012625880272920664,0,2,completed,2024-09-24,9911.400390625,-9.909698047695542,SELL,2024-09-20,2024-09-24,-729.349905334592,-926.5172254417373,-1.0310100989726114,negative
23,2024-10-17,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0051696968163801316,3,0,completed,2024-10-18,9018.599609375,10.883328786543037,BUY,2024-10-18,2024-10-22,-3709.0363248037133,-3901.632057964943,-4.326206092916161,negative
24,2024-10-21,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.015829606183296985,0,2,completed,2024-10-22,8677.7998046875,-10.883328786543037,SELL,2024-10-18,2024-10-22,-3709.0363248037133,-3901.632057964943,-4.326206092916161,negative
25,2024-10-28,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0041869904795981405,3,0,completed,2024-10-30,8961.0,10.537731696721394,BUY,2024-10-30,2024-11-06,-3299.3596779420245,-3484.9175457327233,-3.8889828654533236,negative
26,2024-11-05,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.005228682141708241,0,2,completed,2024-11-06,8647.900390625,-10.537731696721394,SELL,2024-10-30,2024-11-06,-3299.3596779420245,-3484.9175457327233,-3.8889828654533236,negative
27,2024-11-08,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.026682040859723477,3,0,completed,2024-11-11,9215.2001953125,9.903075561811677,BUY,2024-11-11,2024-11-21,-1340.8802994581924,-1522.0570668615371,-1.835201062257217,negative
28,2024-11-20,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.021780868137784237,0,2,completed,2024-11-21,9079.7998046875,-9.903075561811677,SELL,2024-11-11,2024-11-21,-1340.8802994581924,-1522.0570668615371,-1.835201062257217,negative
29,2024-11-25,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.011528875158015595,3,0,completed,2024-11-26,9654.099609375,9.266233154494305,BUY,2024-11-26,2024-12-12,4217.068138043847,4033.936794151441,4.642744714534567,positive
30,2024-12-11,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.004010298049311856,0,2,completed,2024-12-12,10109.2001953125,-9.266233154494305,SELL,2024-11-26,2024-12-12,4217.068138043847,4033.936794151441,4.642744714534567,positive
31,2024-12-27,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.007689214996482008,3,0,completed,2024-12-30,10040.7001953125,9.310663031954402,BUY,2024-12-30,2025-01-02,-1700.1325251014941,-1885.4035448232594,-2.0864011342151216,negative
32,2024-12-31,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.005975973464343531,0,2,completed,2025-01-02,9858.099609375,-9.310663031954402,SELL,2024-12-30,2025-01-02,-1700.1325251014941,-1885.4035448232594,-2.0864011342151216,negative
33,2025-01-06,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0010222928068757131,3,0,completed,2025-01-07,10079.2998046875,9.077677741240073,BUY,2025-01-07,2025-01-09,-1331.6970976238526,-1513.358671494823,-1.6682802055478512,negative
34,2025-01-08,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.008142819425641767,0,2,completed,2025-01-09,9932.599609375,-9.077677741240073,SELL,2025-01-07,2025-01-09,-1331.6970976238526,-1513.358671494823,-1.6682802055478512,negative
35,2025-01-17,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.011270251767184547,3,0,completed,2025-01-20,10035.7998046875,9.031482034639955,BUY,2025-01-20,2025-01-28,-37.9339885068227,-219.17234579687255,-0.24265612447694168,negative
36,2025-01-27,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.010588921796722661,0,2,completed,2025-01-28,10031.599609375,-9.031482034639955,SELL,2025-01-20,2025-01-28,-37.9339885068227,-219.17234579687255,-0.24265612447694168,negative
37,2025-03-07,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.004589305178523739,3,0,completed,2025-03-10,10481.5,8.556787099708256,BUY,2025-03-10,2025-03-20,-5490.891953130268,-5664.776989148322,-6.755685003516103,negative
38,2025-03-19,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.08719523556263364,0,2,completed,2025-03-20,9839.7998046875,-8.556787099708256,SELL,2025-03-10,2025-03-20,-5490.891953130268,-5664.776989148322,-6.755685003516103,negative
39,2025-04-14,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.004541052060014872,3,0,completed,2025-04-15,9443.7001953125,8.969553011257947,BUY,2025-04-15,2025-04-17,-1502.4001293857061,-1670.3092683048853,-2.210877666804221,negative
40,2025-04-16,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.013594093760522563,0,2,completed,2025-04-17,9276.2001953125,-8.969553011257947,SELL,2025-04-15,2025-04-17,-1502.4001293857061,-1670.3092683048853,-2.210877666804221,negative
41,2025-05-12,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.037974507148181624,3,0,completed,2025-05-13,9719.0,8.509062774786528,BUY,2025-05-13,2025-05-22,-2277.8777667366767,-2440.9990511862406,-3.139467860873342,negative
42,2025-05-21,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.012097919841812077,0,2,completed,2025-05-22,9451.2998046875,-8.509062774786528,SELL,2025-05-13,2025-05-22,-2277.8777667366767,-2440.9990511862406,-3.139467860873342,negative
43,2025-06-05,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0012242331794194428,3,0,completed,2025-06-10,9554.900390625,8.498275111133694,BUY,2025-06-10,2025-06-16,-2091.430484308075,-2251.739398181787,-2.9457913035795884,negative
44,2025-06-13,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.021879771476871035,0,2,completed,2025-06-16,9308.7998046875,-8.498275111133694,SELL,2025-06-10,2025-06-16,-2091.430484308075,-2251.739398181787,-2.9457913035795884,negative
45,2025-07-01,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.01325831940744826,3,0,completed,2025-07-02,10103.7001953125,7.785462668165263,BUY,2025-07-02,2025-07-09,-741.1775666075104,-897.7603504027819,-1.2693515855554551,negative
46,2025-07-08,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.010833324879459871,0,2,completed,2025-07-09,10008.5,-7.785462668165263,SELL,2025-07-02,2025-07-09,-741.1775666075104,-897.7603504027819,-1.2693515855554551,negative
47,2025-07-11,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0026327950816178447,3,0,completed,2025-07-14,10358.599609375,7.49410711864525,BUY,2025-07-14,2025-07-17,-1193.8098003073917,-1347.8729006507106,-1.85887358120552,negative
48,2025-07-16,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.010170651801867825,0,2,completed,2025-07-17,10199.2998046875,-7.49410711864525,SELL,2025-07-14,2025-07-17,-1193.8098003073917,-1347.8729006507106,-1.85887358120552,negative
49,2025-08-01,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.00035369392903605856,3,0,completed,2025-08-04,10807.2998046875,7.104050370602832,BUY,2025-08-04,2025-08-14,716.0868898469274,561.8195985916682,0.742645657161663,positive
50,2025-08-13,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.00041079008626587754,0,2,completed,2025-08-14,10908.099609374998,-7.104050370602832,SELL,2025-08-04,2025-08-14,716.0868898469274,561.8195985916682,0.742645657161663,positive
51,2025-08-19,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.002946091958490493,3,0,completed,2025-08-20,10962.0,7.013406125846627,BUY,2025-08-20,2025-09-02,2402.09159810247,2245.9275906013063,2.926900188444896,positive
52,2025-09-01,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.0007175352499789733,0,2,completed,2025-09-02,11304.5,-7.013406125846627,SELL,2025-08-20,2025-09-02,2402.09159810247,2245.9275906013063,2.926900188444896,positive
53,2025-10-24,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.03143764845829833,3,0,completed,2025-10-27,10928.400390625,7.22135211510193,BUY,2025-10-27,2025-11-11,-850.6809208403473,-1007.6658944705482,-1.3172309349329856,negative
54,2025-11-10,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.012403313652798786,0,2,completed,2025-11-11,10810.599609375,-7.22135211510193,SELL,2025-10-27,2025-11-11,-850.6809208403473,-1007.6658944705482,-1.3172309349329856,negative
55,2025-11-19,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.01633957717061385,3,0,completed,2025-11-20,10959.0,7.158659173919763,BUY,2025-11-20,2025-11-25,-220.4853043811088,-377.16831085070106,-0.4916615317491182,negative
56,2025-11-24,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.0031951578222716437,0,2,completed,2025-11-25,10928.2001953125,-7.158659173919763,SELL,2025-11-20,2025-11-25,-220.4853043811088,-377.16831085070106,-0.4916615317491182,negative
57,2025-12-09,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.004370203371464321,3,0,completed,2025-12-10,11273.2998046875,6.913706040617915,BUY,2025-12-10,2025-12-18,308.3553404111922,152.1664231560515,0.22496581272027655,positive
58,2025-12-17,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.005463132760029077,0,2,completed,2025-12-18,11317.900390624998,-6.913706040617915,SELL,2025-12-10,2025-12-18,308.3553404111922,152.1664231560515,0.22496581272027655,positive
59,2026-01-02,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.021036308717755192,3,0,completed,2026-01-05,11547.7001953125,6.7699464382031165,BUY,2026-01-05,2026-02-09,14174.912530054522,14004.38299391108,20.21236950077703,positive
60,2026-02-06,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.004937752412139895,0,2,completed,2026-02-09,13641.5,-6.7699464382031165,SELL,2026-01-05,2026-02-09,14174.912530054522,14004.38299391108,20.21236950077703,positive
61,2026-02-16,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.011184187465399287,3,0,completed,2026-02-17,14314.099609375,6.356497168987602,BUY,2026-02-17,2026-02-26,-3394.3694882393793,-3572.9501860383375,-4.160175728294078,negative
62,2026-02-25,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.01714488978642581,0,2,completed,2026-02-26,13780.099609375002,-6.356497168987602,SELL,2026-02-17,2026-02-26,-3394.3694882393793,-3572.9501860383375,-4.160175728294078,negative
63,2026-03-12,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0064921681323291125,3,0,completed,2026-03-13,13253.299804687498,6.604904262128456,BUY,2026-03-13,2026-03-17,-1618.2015442214597,-1791.6568954117315,-2.253095357150286,negative
64,2026-03-16,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.01040259921400033,0,2,completed,2026-03-17,13008.2998046875,-6.604904262128456,SELL,2026-03-13,2026-03-17,-1618.2015442214597,-1791.6568954117315,-2.253095357150286,negative
