signal_id,signal_date,signal_type,action,reason,daily_return,positive_run,negative_run,order_status,execution_date,execution_price,execution_size,execution_action,resulting_trade_entry_date,resulting_trade_exit_date,resulting_trade_pnl,resulting_trade_pnl_net,resulting_trade_return_pct,resulting_trade_feedback
11,2024-06-07,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.013687188598813238,0,4,completed,2024-06-10,10132.400390625,10.359012805685754,BUY,2024-06-10,2024-06-12,-720.9933610097943,-930.1956984464239,-0.9180408023621798,negative
12,2024-06-11,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.00535112352691236,1,0,completed,2024-06-12,10062.7998046875,-10.359012805685754,SELL,2024-06-10,2024-06-12,-720.9933610097943,-930.1956984464239,-0.9180408023621798,negative
13,2024-09-06,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.016665285869690294,0,4,completed,2024-09-09,9795.2001953125,10.658500782051881,BUY,2024-09-09,2024-09-13,-2749.8932017693855,-2955.947606451802,-3.017751089831092,negative
14,2024-09-12,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.010754037027410845,1,0,completed,2024-09-13,9537.2001953125,-10.658500782051881,SELL,2024-09-09,2024-09-13,-2749.8932017693855,-2955.947606451802,-3.017751089831092,negative
15,2024-09-30,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.011424208162873928,0,4,completed,2024-10-01,9673.599609375,10.48420169514062,BUY,2024-10-01,2024-10-07,-5428.717590048169,-5626.1288113035625,-5.815962039457472,negative
16,2024-10-04,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.0237238547955132,1,0,completed,2024-10-07,9155.7998046875,-10.48420169514062,SELL,2024-10-01,2024-10-07,-5428.717590048169,-5626.1288113035625,-5.815962039457472,negative
17,2024-12-23,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.010067395817265679,0,4,completed,2024-12-24,9635.900390625,9.971680159313125,BUY,2024-12-24,2024-12-26,3256.7468448441045,3061.3178645146345,3.5299911331737257,positive
18,2024-12-24,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.004799222694118033,1,0,completed,2024-12-26,9962.5,-9.971680159313125,SELL,2024-12-24,2024-12-26,3256.7468448441045,3061.3178645146345,3.5299911331737257,positive
19,2025-03-21,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.07810707995590838,0,4,completed,2025-03-24,9167.0,10.934881428607472,BUY,2025-03-24,2025-03-25,3233.4465741582585,3029.7330114720107,3.3050431018566715,positive
20,2025-03-24,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.028171593243982995,1,0,completed,2025-03-25,9462.7001953125,-10.934881428607472,SELL,2025-03-24,2025-03-25,3233.4465741582585,3029.7330114720107,3.3050431018566715,positive
21,2025-04-30,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.015870199588299827,0,4,completed,2025-05-02,9121.0,11.211211918318627,BUY,2025-05-02,2025-05-05,1085.2431240034152,879.6429530654434,0.8767409405522156,positive
22,2025-05-02,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.009825433436722264,1,0,completed,2025-05-05,9217.7998046875,-11.211211918318627,SELL,2025-05-02,2025-05-05,1085.2431240034152,879.6429530654434,0.8767409405522156,positive
23,2025-05-28,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.003896350567043516,0,4,completed,2025-05-29,9237.2001953125,11.180963561706497,BUY,2025-05-29,2025-06-04,400.27631172714695,193.31443782346537,0.1902528843214995,positive
24,2025-06-03,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.02975941543920224,1,0,completed,2025-06-04,9273.0,-11.180963561706497,SELL,2025-05-29,2025-06-04,400.27631172714695,193.31443782346537,0.1902528843214995,positive
25,2025-09-03,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.012852199925304508,0,4,completed,2025-09-04,10763.099609375,9.573668319112182,BUY,2025-09-04,2025-09-05,1114.3787320588451,907.179661835342,0.9365121931616137,positive
26,2025-09-04,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.008493457039554286,1,0,completed,2025-09-05,10879.5,-9.573668319112182,SELL,2025-09-04,2025-09-05,1114.3787320588451,907.179661835342,0.9365121931616137,positive
27,2025-10-13,entry,buy,Buy because there were 4 consecutive negative return days (threshold n=4).,-0.015316610325122992,0,4,completed,2025-10-14,10567.7001953125,9.819916157403153,BUY,2025-10-14,2025-10-16,-1275.6109447514186,-1481.8831935957505,-1.5580843999562064,negative
28,2025-10-15,exit,sell,Sell because there were 1 consecutive positive return days (threshold m=1).,0.014355744617045474,1,0,completed,2025-10-16,10437.7998046875,-9.819916157403153,SELL,2025-10-14,2025-10-16,-1275.6109447514186,-1481.8831935957505,-1.5580843999562064,negative
